"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0842329129";"Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1)";"Tim Lahaye";"1996";"Tyndale House Publishers";"http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg";"http://images.amazon.co
"0373029772";"Ransomed Heart (Harlequin Romance, No 2977)";"Ann Charlton";"1989";"Harlequin";"http://images.amazon.com/images/P/0373029772.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373029772.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373
"0373056664";"Lone Wolf (Harlequin Desire, No 666)";"Annette Broadrick";"1991";"Silhouette";"http://images.amazon.com/images/P/0373056664.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373056664.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/03730
"0373075324";"Extreme Justice (Silhouette Intimate Moments, 532)";"Marilyn Tracy";"1993";"Silhouette";"http://images.amazon.com/images/P/0373075324.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373075324.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0373028075";"Waiting Man (Harlequin Romance, No 2807)";"Jeneth Murrey";"1986";"Harlequin";"http://images.amazon.com/images/P/0373028075.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373028075.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/037302
"037308627X";"Passions Of Kate Madigan (Silhouette, No 627)";"Suzanne Forster";"1988";"Silhouette";"http://images.amazon.com/images/P/037308627X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/037308627X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/
"0373117167";"Last Illusion (Harlequin Presents, No 11716)";"Tisha Hamilton";"1994";"Harlequin";"http://images.amazon.com/images/P/0373117167.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373117167.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0
"0373225008";"Shattered Lullaby (Harlequin Intrigue, 500)";"Rebecca York";"1998";"Harlequin";"http://images.amazon.com/images/P/0373225008.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373225008.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373
"037307929X";"Her Second Chance Family  (Families Are Forever) (Silhouette Intimate Moments, 929)";"Prue Scott";"1999";"Silhouette";"http://images.amazon.com/images/P/037307929X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/037307929X.01.MZZZZZZZ.jpg";
"0373029268";"Tarik'S Mountain";"Dana James";"1988";"Harlequin";"http://images.amazon.com/images/P/0373029268.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373029268.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373029268.01.LZZZZZZZ.jpg"
"0373226829";"Royal Target  (The Crown Affair) (Harlequin Intrigue, No. 682)";"Susan Kearney";"2002";"Harlequin";"http://images.amazon.com/images/P/0373226829.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373226829.01.MZZZZZZZ.jpg";"http://images.amaz
"0940208113";"Herotica: A Collection of Women's Erotic Fiction";"Susie Bright";"1993";"Down There Press";"http://images.amazon.com/images/P/0940208113.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0940208113.01.MZZZZZZZ.jpg";"http://images.amazon.com/i
"0385334842";"Unfit to Practice";"PERRI O'SHAUGHNESSY";"2002";"Delacorte Press";"http://images.amazon.com/images/P/0385334842.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385334842.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385334842.01.LZZ
"0786705442";"Shackleton";"Roland Huntford";"1998";"Carroll &amp; Graf Publishers";"http://images.amazon.com/images/P/0786705442.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786705442.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786705442.01.
"0060975407";"How We Survived Communism &amp; Even Laughed";"Slavenka Drakulic";"1993";"Perennial";"http://images.amazon.com/images/P/0060975407.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060975407.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/
"0811839907";"The Voice of the Butterfly";"John Nichols";"2003";"Chronicle Books";"http://images.amazon.com/images/P/0811839907.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0811839907.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0811839907.01.L
"1575663295";"Beyond the Promise";"Barbara Bickmore";"1998";"Kensington Pub Corp (Mm)";"http://images.amazon.com/images/P/1575663295.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1575663295.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1575663295
"0590139436";"The End of the Rainbow (Forget-me-not S.)";"Donna Baker";"1998";"Scholastic Point";"http://images.amazon.com/images/P/0590139436.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590139436.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/
"0140036695";"Piaf";"Simone Berteaut";"0";"Penguin Putnam~mass";"http://images.amazon.com/images/P/0140036695.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140036695.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140036695.01.LZZZZZZZ.jpg"
"0140072314";"Lucinda Brayford";"Martin Boyd";"1985";"Penguin USA";"http://images.amazon.com/images/P/0140072314.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140072314.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140072314.01.LZZZZZZZ.jpg"
"0425135004";"Dancing on My Grave: An Autobiography";"Gelsey Kirkland";"1996";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425135004.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425135004.01.MZZZZZZZ.jpg";"http://images.amazon.com/i
"0877957444";"Clara's Heart";"Joseph Olshan";"1985";"Arbor House Pub Co";"http://images.amazon.com/images/P/0877957444.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0877957444.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0877957444.01.LZZZZZZZ.j
"0451524942";"A Midsummer Night's Dream (Signet Classic)";"William Shakespeare";"1990";"Signet Classics";"http://images.amazon.com/images/P/0451524942.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451524942.01.MZZZZZZZ.jpg";"http://images.amazon.com/i
"0380978156";"The Last Good Man";"Kathleen Eagle";"2000";"William Morrow &amp; Company";"http://images.amazon.com/images/P/0380978156.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380978156.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038097815
"0380805707";"A Secret Love (Cynster Novels)";"Stephanie Laurens";"2000";"Avon";"http://images.amazon.com/images/P/0380805707.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380805707.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380805707.01.LZZ
"0380795558";"Looking for a Hero (Avon Light Contemporary Romances)";"Patti Berg";"1998";"Avon";"http://images.amazon.com/images/P/0380795558.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380795558.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0
"0446608114";"After the Parade";"Dorothy Garlock";"2000";"Warner Books";"http://images.amazon.com/images/P/0446608114.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446608114.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446608114.01.LZZZZZZZ.jp
"0373029470";"Beneath Wimmera Skies";"Kerry Allyne";"1988";"Harlequin";"http://images.amazon.com/images/P/0373029470.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373029470.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373029470.01.LZZZZZZZ.jpg
"067103412X";"Wicked";"Jill Barnett";"1999";"Pocket";"http://images.amazon.com/images/P/067103412X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067103412X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067103412X.01.LZZZZZZZ.jpg"
"0380810662";"All Night Long (Avon Romance)";"Michelle Jerott";"1999";"Avon";"http://images.amazon.com/images/P/0380810662.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380810662.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380810662.01.LZZZZZ
"0061013889";"Summer at the Lake";"Kathleen Gilles Seidel";"1999";"HarperTorch";"http://images.amazon.com/images/P/0061013889.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061013889.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061013889.01.LZZ
"0425173453";"Named of the Dragon";"Susanna Kearsley";"1999";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425173453.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425173453.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/042517345
"0380771403";"Promise of the Rose (Avon Romance)";"Brenda Joyce";"1993";"Avon";"http://images.amazon.com/images/P/0380771403.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380771403.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380771403.01.LZZZ
"0380800268";"In Your Arms";"Rosemary Rogers";"1999";"Avon";"http://images.amazon.com/images/P/0380800268.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380800268.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380800268.01.LZZZZZZZ.jpg"
"0821763415";"In the Dark";"Meagan McKinney";"1999";"Zebra Books";"http://images.amazon.com/images/P/0821763415.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0821763415.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0821763415.01.LZZZZZZZ.jpg"
"0446608297";"Thief of Hearts";"Katherine Stone";"2000";"Warner Vision";"http://images.amazon.com/images/P/0446608297.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446608297.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446608297.01.LZZZZZZZ.jp
"0060199385";"The One That Got Away: An Emma Price Mystery (Emma Price Mysteries)";"Naomi R. Rand";"2001";"HarperCollins Publishers";"http://images.amazon.com/images/P/0060199385.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060199385.01.MZZZZZZZ.jpg"
"080699505X";"Complete Book of Tarot Spreads";"Evelin Burger";"1997";"Sterling Publishing";"http://images.amazon.com/images/P/080699505X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/080699505X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/080699
"0446531324";"Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers";"Lois P. Frankel";"2004";"Warner Books";"http://images.amazon.com/images/P/0446531324.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0
"1884153089";"Living With ADHD: A Practical Guide to Coping With Attention Deficit Hyperactivity Disorder";"Rebecca Kajander";"1999";"Institute for Research &amp; Education";"http://images.amazon.com/images/P/1884153089.01.THUMBZZZ.jpg";"http://images.amazon
"0670036781";"The English Roses";"Madonna";"2003";"Viking Books";"http://images.amazon.com/images/P/0670036781.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670036781.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670036781.01.LZZZZZZZ.jpg"
"0875163831";"Spiritual Value of Gem Stones";"Wallace G. Richardson";"1980";"DeVorss &amp; Company";"http://images.amazon.com/images/P/0875163831.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0875163831.01.MZZZZZZZ.jpg";"http://images.amazon.com/images
"0919345743";"Ritual Body Art: Body Painting for Ritual &amp; Magic";"Charles Arnold";"2001";"Phoenix Publishing (WA)";"http://images.amazon.com/images/P/0919345743.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0919345743.01.MZZZZZZZ.jpg";"http://image
"0399147985";"Soulmate";"Deepak Chopra";"2001";"G. P. Putnam's Sons";"http://images.amazon.com/images/P/0399147985.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0399147985.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0399147985.01.LZZZZZZZ.jpg"
"0891457623";"Collectible Costume Jewelry: Identification &amp; Values";"Cherri Simonds";"1997";"Collector Books";"http://images.amazon.com/images/P/0891457623.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0891457623.01.MZZZZZZZ.jpg";"http://images.ama
"0380770784";"Costume Jewelry Identification and Price Guide (Confident Collector)";"Harrice Simons Miller";"1993";"Avon Books";"http://images.amazon.com/images/P/0380770784.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380770784.01.MZZZZZZZ.jpg";"htt
"0764312235";"Plastic Jewelry";"Lyngerda Kelley";"2000";"Schiffer Pub Ltd";"http://images.amazon.com/images/P/0764312235.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0764312235.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0764312235.01.LZZZZZZZ
"0452275334";"Life on the Color Line: The True Story of a White Boy Who Discovered He Was Black";"Gregory Howard Williams";"1996";"Plume Books";"http://images.amazon.com/images/P/0452275334.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0452275334.01.MZ
"0380817195";"Mumbo Gumbo : A Madeline Bean Novel (Madeline Bean Mysteries (Paperback))";"Jerrilyn Farmer";"2003";"Avon";"http://images.amazon.com/images/P/0380817195.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380817195.01.MZZZZZZZ.jpg";"http://ima
"0842355715";"Finding God in the Lord of the Rings";"Kurt D. Bruner";"2001";"Tyndale House Publishers";"http://images.amazon.com/images/P/0842355715.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0842355715.01.MZZZZZZZ.jpg";"http://images.amazon.com/ima
"1562925474";"Tea Time With God (\"Quiet Moments With God\" Devotional Series)";"Honor Books";"1998";"Honor Books (OK)";"http://images.amazon.com/images/P/1562925474.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1562925474.01.MZZZZZZZ.jpg";"http://imag
"0425193071";"Murder on Ice (Figure Skating Mystery)";"Alina Adams";"2003";"Berkley Publishing Group";"http://images.amazon.com/images/P/0425193071.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425193071.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0060976853";"Sleepwalking";"Julie Myerson";"1996";"Harpercollins";"http://images.amazon.com/images/P/0060976853.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060976853.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060976853.01.LZZZZZZZ.jpg"
"1580625517";"The Birth Order Effect: How to Better Understand Yourself and Others";"Cliff Isaacson";"2002";"Adams Media Corporation";"http://images.amazon.com/images/P/1580625517.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1580625517.01.MZZZZZZZ.jpg
"0330370480";"Practical Parenting Problem Solvers: Breastfeeding (\"Practical Parenting\" Problem Solvers S.)";"Felicity Tucker";"1999";"Pan Books - Macmillan UK";"http://images.amazon.com/images/P/0330370480.01.THUMBZZZ.jpg";"http://images.amazon.com/images
"0830708677";"Up With Worship: How to Quit Playing Church";"Anne Ortlund";"1982";"Gospel Light Pubns";"http://images.amazon.com/images/P/0830708677.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0830708677.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0800752015";"If Those Who Reach Could Touch";"Gail and Gordon MacDonald";"1985";"Baker Pub Group";"http://images.amazon.com/images/P/0800752015.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0800752015.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/
"1565073754";"Quiet Moments for Couples";"H. Norman Wright";"1995";"Harvest House Pub";"http://images.amazon.com/images/P/1565073754.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1565073754.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1565073754
"0892746726";"Motivating Your Kids from Crayons to Career";"Cheri Fuller";"1990";"Harrison House";"http://images.amazon.com/images/P/0892746726.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0892746726.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0875093140";"Best of A B Simpson";"A B Simpson";"1987";"Christian Publications";"http://images.amazon.com/images/P/0875093140.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0875093140.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0875093140.01.LZ
"0060933798";"Stupid Things Parents Do To Mess Up Their Kids: Don't Have Them If You Won't Raise Them";"Laura Schlessinger";"2001";"Perennial";"http://images.amazon.com/images/P/0060933798.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060933798.01.MZZ
"0312168918";"Let's Go 98 Greece &amp; Turkey (Annual)";"Patrick K. Lyons";"1997";"St Martins Pr (P)";"http://images.amazon.com/images/P/0312168918.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312168918.01.MZZZZZZZ.jpg";"http://images.amazon.com/imag
"0830713751";"Victory over the Darkness: Realizing the Power of Your Identity in Christ";"Neil Anderson";"1990";"Gospel Light Pubns";"http://images.amazon.com/images/P/0830713751.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0830713751.01.MZZZZZZZ.jpg"
"0718145380";"Public confessions of a middle-aged woman aged 55 3/4";"Sue Townsend";"2001";"Michael Joseph";"http://images.amazon.com/images/P/0718145380.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0718145380.01.MZZZZZZZ.jpg";"http://images.amazon.co
"0871137739";"With Your Crooked Heart";"Helen Dunmore";"2000";"Pub Group West";"http://images.amazon.com/images/P/0871137739.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0871137739.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0871137739.01.LZZZ
"0449218058";"Lady in Silver (Regency Romance)";"Rebecca Ward";"1990";"Fawcett Books";"http://images.amazon.com/images/P/0449218058.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449218058.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449218058.
"0836212541";"The Working Woman Book: Or--How to Be Everything to Everyone";"Barbara Dale";"1985";"Andrews McMeel Pub";"http://images.amazon.com/images/P/0836212541.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0836212541.01.MZZZZZZZ.jpg";"http://image
"0679430210";"The Constellations: A Novel";"James Finney Boylan";"1994";"Random House Inc";"http://images.amazon.com/images/P/0679430210.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679430210.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067943
"0679733876";"The Republic: The Complete and Unabridged Jowett Translation (Vintage Classics)";"Plato";"1991";"Vintage Books USA";"http://images.amazon.com/images/P/0679733876.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679733876.01.MZZZZZZZ.jpg";"h
"1893554562";"Searching for Joaquin: Myth, Murieta and History in California";"Bruce Thornton";"2003";"Encounter Books";"http://images.amazon.com/images/P/1893554562.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1893554562.01.MZZZZZZZ.jpg";"http://imag
"0786880996";"Wherever You Go There You Are";"John Kabat-Zinn";"1920";"Hyperion Books";"http://images.amazon.com/images/P/0786880996.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786880996.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786880996
"0141005343";"How to Build a Time Machine";"Paul Davies";"2002";"Penguin Books Ltd";"http://images.amazon.com/images/P/0141005343.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0141005343.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0141005343.01
"3821808128";"Calvin oder Wie ich versuchte, meine Gro�?�?mutter zu bekehren.";"Frank Schaeffer";"2000";"Eichborn";"http://images.amazon.com/images/P/3821808128.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3821808128.01.MZZZZZZZ.jpg";"http://images.am
"0880621265";"Florence Nightingale: Gods Servant at the Battlefield (The Sowers)";"David R. Collins";"1985";"Mott Media (MI)";"http://images.amazon.com/images/P/0880621265.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0880621265.01.MZZZZZZZ.jpg";"http:
"3426268345";"Journalistenleben";"Hanns Joachim Friedrichs";"1994";"Droemer Knaur";"http://images.amazon.com/images/P/3426268345.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/3426268345.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/3426268345.01.
"1570717575";"Foolscap: Or, the Stages of Love";"Michael Malone";"2002";"Sourcebooks Landmark";"http://images.amazon.com/images/P/1570717575.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1570717575.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/15
"0786890037";"Silent Joe";"T. Jefferson Parker";"2002";"Hyperion";"http://images.amazon.com/images/P/0786890037.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786890037.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786890037.01.LZZZZZZZ.jpg"
"1740590635";"Lonely Planet Thailand's Islands &amp; Beaches (Thailand's Islands and Beaches, 3rd ed)";"Steven Martin";"2002";"Lonely Planet Publications";"http://images.amazon.com/images/P/1740590635.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/17405
"0743456645";"One for My Baby : A Novel";"Tony Parsons";"2004";"Atria";"http://images.amazon.com/images/P/0743456645.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743456645.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743456645.01.LZZZZZZZ.jpg
"0356232700";"Dead Air";"Iain Banks";"2002";"Time Warner Books UK";"http://images.amazon.com/images/P/0356232700.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0356232700.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0356232700.01.LZZZZZZZ.jpg"
"0006483801";"Danny Yates Must Die";"Stephen Walker";"1999";"Voyager";"http://images.amazon.com/images/P/0006483801.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0006483801.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0006483801.01.LZZZZZZZ.jpg"
"056353821X";"Steve Redgrave: A Golden Age";"Nick Townsend";"2002";"BBC";"http://images.amazon.com/images/P/056353821X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/056353821X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/056353821X.01.LZZZZZZZ.j
"0425180026";"Innkeeping With Murder (Lighthouse Inn Mysteries)";"Tim Myers";"2001";"Prime Crime";"http://images.amazon.com/images/P/0425180026.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0425180026.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0878440593";"The Mystery of the Pirate's Treasure";"Idella Bodie";"1984";"Sandlapper Publishing";"http://images.amazon.com/images/P/0878440593.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0878440593.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P
"0689818009";"Under The Cat's Eye : A Tale Of Morph And Mystery";"Gillian Rubinstein";"1998";"Simon &amp; Schuster Children's Publishing";"http://images.amazon.com/images/P/0689818009.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689818009.01.MZZZZZZZ
"0721416373";"Animal Stories for Under Fives";"Joan Stimson";"1994";"Penguin Putnam";"http://images.amazon.com/images/P/0721416373.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0721416373.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0721416373.0
"0888992300";"Angel Square";"Brian Doyle";"1997";"Groundwood Books";"http://images.amazon.com/images/P/0888992300.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0888992300.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0888992300.01.LZZZZZZZ.jpg"
"0771027087";"The Laughing Falcon";"WILLIAM DEVERELL";"2002";"McClelland &amp; Stewart";"http://images.amazon.com/images/P/0771027087.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0771027087.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/077102708
"0804115435";"Pursuit";"Thomas Perry";"2003";"Ballantine Books";"http://images.amazon.com/images/P/0804115435.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0804115435.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0804115435.01.LZZZZZZZ.jpg"
"0393319113";"Strange Defeat";"Marc Bloch";"1999";"W.W. Norton &amp; Company";"http://images.amazon.com/images/P/0393319113.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0393319113.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0393319113.01.LZZZZ
"0671758624";"Patrimony : A True Story";"Philip Roth";"1992";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0671758624.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671758624.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671758624.01
"0374174768";"Imitations";"Robert Lowell";"0";"Farrar Straus Giroux";"http://images.amazon.com/images/P/0374174768.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0374174768.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0374174768.01.LZZZZZZZ.jpg"
"0394740580";"October Light";"John Gardner";"1986";"Vintage Books USA";"http://images.amazon.com/images/P/0394740580.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394740580.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394740580.01.LZZZZZZZ.jpg
"0451134672";"Girl in a Swing";"Richard Adams";"1981";"Signet Book";"http://images.amazon.com/images/P/0451134672.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451134672.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451134672.01.LZZZZZZZ.jpg"
